id,number,departure,arrival,status,delay,aircraft_id,airport_departure_id,airport_arrival_id,fare_tariff_id
2567,PG0029,2017-08-18 06:40:00.000000 +00:00,2017-08-18 08:25:00.000000 +00:00,Scheduled,,85,534,266,20
2568,PG0030,2017-08-29 08:55:00.000000 +00:00,2017-08-29 10:40:00.000000 +00:00,Scheduled,,89,296,38,27
2569,PG0029,2017-07-17 06:40:00.000000 +00:00,2017-07-17 08:25:00.000000 +00:00,Arrived,,45,762,755,19
2570,PG0030,2017-07-17 08:55:00.000000 +00:00,2017-07-17 10:40:00.000000 +00:00,Arrived,,70,1,568,28
2571,PG0029,2017-09-07 06:40:00.000000 +00:00,2017-09-07 08:25:00.000000 +00:00,Scheduled,,47,927,428,16
2572,PG0029,2017-08-10 06:40:00.000000 +00:00,2017-08-10 08:25:00.000000 +00:00,Arrived,,47,250,172,17
2573,PG0030,2017-08-10 08:55:00.000000 +00:00,2017-08-10 10:40:00.000000 +00:00,Arrived,,63,576,191,25
2574,PG0030,2017-09-03 08:55:00.000000 +00:00,2017-09-03 10:40:00.000000 +00:00,Scheduled,,60,65,568,5
2575,PG0029,2017-07-16 06:40:00.000000 +00:00,2017-07-16 08:25:00.000000 +00:00,Arrived,,30,833,93,10
2576,PG0029,2017-08-28 06:40:00.000000 +00:00,2017-08-28 08:25:00.000000 +00:00,Scheduled,,97,733,122,21
2577,PG0029,2017-07-27 06:40:00.000000 +00:00,2017-07-27 08:25:00.000000 +00:00,Arrived,,27,891,144,15
2578,PG0030,2017-07-27 08:55:00.000000 +00:00,2017-07-27 10:40:00.000000 +00:00,Arrived,,7,653,848,17
2579,PG0029,2017-08-22 06:40:00.000000 +00:00,2017-08-22 08:25:00.000000 +00:00,Scheduled,,56,427,603,25
2580,PG0030,2017-09-05 08:55:00.000000 +00:00,2017-09-05 10:40:00.000000 +00:00,Scheduled,,2,614,765,10
2581,PG0029,2017-08-29 06:40:00.000000 +00:00,2017-08-29 08:25:00.000000 +00:00,Scheduled,,19,845,984,28
2582,PG0030,2017-09-11 08:55:00.000000 +00:00,2017-09-11 10:40:00.000000 +00:00,Scheduled,,88,129,78,30
2583,PG0030,2017-08-28 08:55:00.000000 +00:00,2017-08-28 10:40:00.000000 +00:00,Scheduled,,19,190,204,29
2584,PG0029,2017-09-11 06:40:00.000000 +00:00,2017-09-11 08:25:00.000000 +00:00,Scheduled,,80,715,169,22
2585,PG0029,2017-08-12 06:40:00.000000 +00:00,2017-08-12 08:25:00.000000 +00:00,Arrived,,24,326,618,20
2586,PG0030,2017-09-01 08:55:00.000000 +00:00,2017-09-01 10:40:00.000000 +00:00,Scheduled,,79,885,27,6
2587,PG0030,2017-09-06 08:55:00.000000 +00:00,2017-09-06 10:40:00.000000 +00:00,Scheduled,,76,800,386,24
2588,PG0030,2017-08-22 08:55:00.000000 +00:00,2017-08-22 10:40:00.000000 +00:00,Scheduled,,99,84,300,3
2589,PG0030,2017-07-28 08:55:00.000000 +00:00,2017-07-28 10:40:00.000000 +00:00,Arrived,,1,560,287,7
2590,PG0029,2017-07-28 06:40:00.000000 +00:00,2017-07-28 08:25:00.000000 +00:00,Arrived,,82,899,4,20
2591,PG0029,2017-07-20 06:40:00.000000 +00:00,2017-07-20 08:25:00.000000 +00:00,Arrived,,96,246,520,5
2592,PG0029,2017-09-05 06:40:00.000000 +00:00,2017-09-05 08:25:00.000000 +00:00,Scheduled,,6,289,515,21
2593,PG0029,2017-08-14 06:40:00.000000 +00:00,2017-08-14 08:25:00.000000 +00:00,Arrived,,17,488,822,29
2594,PG0030,2017-07-20 08:55:00.000000 +00:00,2017-07-20 10:40:00.000000 +00:00,Arrived,,71,110,407,15
2595,PG0030,2017-08-24 08:55:00.000000 +00:00,2017-08-24 10:40:00.000000 +00:00,Scheduled,,62,768,609,17
2596,PG0030,2017-08-08 08:55:00.000000 +00:00,2017-08-08 10:40:00.000000 +00:00,Arrived,,15,115,994,3
2597,PG0030,2017-08-26 08:55:00.000000 +00:00,2017-08-26 10:40:00.000000 +00:00,Scheduled,,70,500,781,15
2598,PG0029,2017-08-06 06:40:00.000000 +00:00,2017-08-06 08:25:00.000000 +00:00,Arrived,,31,555,214,22
2599,PG0030,2017-08-06 08:55:00.000000 +00:00,2017-08-06 10:40:00.000000 +00:00,Arrived,,12,454,344,5
2600,PG0029,2017-08-15 06:40:00.000000 +00:00,2017-08-15 08:25:00.000000 +00:00,Arrived,,29,573,640,3
2601,PG0029,2017-08-30 06:40:00.000000 +00:00,2017-08-30 08:25:00.000000 +00:00,Scheduled,,66,263,832,1
2602,PG0030,2017-08-30 08:55:00.000000 +00:00,2017-08-30 10:40:00.000000 +00:00,Scheduled,,17,622,303,23
2603,PG0030,2017-08-25 08:55:00.000000 +00:00,2017-08-25 10:40:00.000000 +00:00,Scheduled,,65,397,832,26
2604,PG0030,2017-08-31 08:55:00.000000 +00:00,2017-08-31 10:40:00.000000 +00:00,Scheduled,,88,164,956,8
2605,PG0029,2017-08-31 06:40:00.000000 +00:00,2017-08-31 08:25:00.000000 +00:00,Scheduled,,65,641,634,10
2606,PG0030,2017-08-15 08:55:00.000000 +00:00,2017-08-15 10:40:00.000000 +00:00,Arrived,,48,198,663,19
2608,PG0030,2017-08-19 08:55:00.000000 +00:00,2017-08-19 10:40:00.000000 +00:00,Scheduled,,82,245,951,11
2609,PG0029,2017-09-14 06:40:00.000000 +00:00,2017-09-14 08:25:00.000000 +00:00,Scheduled,,84,179,107,27
2610,PG0029,2017-09-13 06:40:00.000000 +00:00,2017-09-13 08:25:00.000000 +00:00,Scheduled,,44,438,363,9
2611,PG0029,2017-09-01 06:40:00.000000 +00:00,2017-09-01 08:25:00.000000 +00:00,Scheduled,,55,86,461,18
2612,PG0030,2017-08-14 08:55:00.000000 +00:00,2017-08-14 10:40:00.000000 +00:00,Arrived,,1,504,89,17
2613,PG0029,2017-08-01 06:40:00.000000 +00:00,2017-08-01 08:25:00.000000 +00:00,Arrived,,4,349,949,21
2614,PG0030,2017-08-01 08:55:00.000000 +00:00,2017-08-01 10:40:00.000000 +00:00,Arrived,,74,882,532,29
2616,PG0030,2017-08-02 08:55:00.000000 +00:00,2017-08-02 10:40:00.000000 +00:00,Arrived,,23,354,913,20
2617,PG0029,2017-08-04 06:40:00.000000 +00:00,2017-08-04 08:25:00.000000 +00:00,Arrived,,68,70,224,18
2618,PG0029,2017-08-02 06:40:00.000000 +00:00,2017-08-02 08:25:00.000000 +00:00,Arrived,,83,558,774,5
2619,PG0030,2017-09-09 08:55:00.000000 +00:00,2017-09-09 10:40:00.000000 +00:00,Scheduled,,17,614,790,28
2620,PG0030,2017-08-04 08:55:00.000000 +00:00,2017-08-04 10:40:00.000000 +00:00,Arrived,,22,88,394,13
2621,PG0030,2017-07-30 08:55:00.000000 +00:00,2017-07-30 10:40:00.000000 +00:00,Arrived,,91,105,329,27
2622,PG0029,2017-07-21 06:40:00.000000 +00:00,2017-07-21 08:25:00.000000 +00:00,Arrived,,58,697,323,11
2623,PG0030,2017-07-21 08:55:00.000000 +00:00,2017-07-21 10:40:00.000000 +00:00,Arrived,,64,485,15,26
2624,PG0030,2017-09-02 08:55:00.000000 +00:00,2017-09-02 10:40:00.000000 +00:00,Scheduled,,57,424,714,11
2625,PG0029,2017-09-02 06:40:00.000000 +00:00,2017-09-02 08:25:00.000000 +00:00,Scheduled,,76,241,578,5
2626,PG0029,2017-08-20 06:40:00.000000 +00:00,2017-08-20 08:25:00.000000 +00:00,Scheduled,,27,673,670,29
2627,PG0029,2017-08-08 06:40:00.000000 +00:00,2017-08-08 08:25:00.000000 +00:00,Arrived,,67,172,140,22
2628,PG0029,2017-07-24 06:40:00.000000 +00:00,2017-07-24 08:25:00.000000 +00:00,Arrived,,62,394,308,18
2629,PG0030,2017-07-24 08:55:00.000000 +00:00,2017-07-24 10:40:00.000000 +00:00,Arrived,,22,444,411,21
2630,PG0030,2017-08-13 08:55:00.000000 +00:00,2017-08-13 10:40:00.000000 +00:00,Arrived,,85,41,353,16
2631,PG0030,2017-08-11 08:55:00.000000 +00:00,2017-08-11 10:40:00.000000 +00:00,Arrived,,67,696,364,25
2632,PG0029,2017-08-21 06:40:00.000000 +00:00,2017-08-21 08:25:00.000000 +00:00,Scheduled,,48,802,505,29
2633,PG0029,2017-08-13 06:40:00.000000 +00:00,2017-08-13 08:25:00.000000 +00:00,Arrived,,48,307,306,12
2634,PG0030,2017-08-21 08:55:00.000000 +00:00,2017-08-21 10:40:00.000000 +00:00,Scheduled,,7,112,995,19
2635,PG0029,2017-08-26 06:40:00.000000 +00:00,2017-08-26 08:25:00.000000 +00:00,Scheduled,,10,690,613,24
2636,PG0030,2017-08-05 08:55:00.000000 +00:00,2017-08-05 10:40:00.000000 +00:00,Arrived,,31,477,53,11
2637,PG0029,2017-08-05 06:40:00.000000 +00:00,2017-08-05 08:25:00.000000 +00:00,Arrived,,33,169,821,22
2638,PG0029,2017-07-30 06:40:00.000000 +00:00,2017-07-30 08:25:00.000000 +00:00,Arrived,,32,699,991,26
2639,PG0029,2017-08-27 06:40:00.000000 +00:00,2017-08-27 08:25:00.000000 +00:00,Scheduled,,54,19,820,9
2640,PG0030,2017-08-20 08:55:00.000000 +00:00,2017-08-20 10:40:00.000000 +00:00,Scheduled,,78,345,88,3
2641,PG0030,2017-08-27 08:55:00.000000 +00:00,2017-08-27 10:40:00.000000 +00:00,Scheduled,,37,234,481,26
2642,PG0030,2017-07-22 08:55:00.000000 +00:00,2017-07-22 10:40:00.000000 +00:00,Arrived,,16,468,465,28
2643,PG0029,2017-07-22 06:40:00.000000 +00:00,2017-07-22 08:25:00.000000 +00:00,Arrived,,72,335,606,12
2644,PG0029,2017-08-11 06:40:00.000000 +00:00,2017-08-11 08:25:00.000000 +00:00,Arrived,,79,499,397,2
2645,PG0030,2017-07-16 08:55:00.000000 +00:00,2017-07-16 10:40:00.000000 +00:00,Arrived,,90,378,353,28
2646,PG0029,2017-08-17 06:40:00.000000 +00:00,2017-08-17 08:25:00.000000 +00:00,Scheduled,,15,145,425,24
2647,PG0030,2017-08-17 08:55:00.000000 +00:00,2017-08-17 10:40:00.000000 +00:00,Scheduled,,37,269,561,1
2648,PG0030,2017-07-26 08:55:00.000000 +00:00,2017-07-26 10:40:00.000000 +00:00,Arrived,,59,498,23,20
2649,PG0029,2017-08-07 06:40:00.000000 +00:00,2017-08-07 08:25:00.000000 +00:00,Arrived,,44,377,920,10
2650,PG0030,2017-08-07 08:55:00.000000 +00:00,2017-08-07 10:40:00.000000 +00:00,Arrived,,64,528,697,4
2651,PG0029,2017-08-24 06:40:00.000000 +00:00,2017-08-24 08:25:00.000000 +00:00,Scheduled,,17,892,751,18
2652,PG0030,2017-09-10 08:55:00.000000 +00:00,2017-09-10 10:40:00.000000 +00:00,Scheduled,,5,298,575,23
2653,PG0029,2017-08-23 06:40:00.000000 +00:00,2017-08-23 08:25:00.000000 +00:00,Scheduled,,16,670,754,7
2654,PG0030,2017-08-23 08:55:00.000000 +00:00,2017-08-23 10:40:00.000000 +00:00,Scheduled,,44,602,484,28
2655,PG0030,2017-07-23 08:55:00.000000 +00:00,2017-07-23 10:40:00.000000 +00:00,Arrived,,44,377,325,16
2656,PG0029,2017-07-23 06:40:00.000000 +00:00,2017-07-23 08:25:00.000000 +00:00,Arrived,,6,754,222,27
2657,PG0029,2017-09-10 06:40:00.000000 +00:00,2017-09-10 08:25:00.000000 +00:00,Scheduled,,90,841,298,25
2658,PG0029,2017-07-26 06:40:00.000000 +00:00,2017-07-26 08:25:00.000000 +00:00,Arrived,,92,37,995,30
2659,PG0029,2017-09-03 06:40:00.000000 +00:00,2017-09-03 08:25:00.000000 +00:00,Scheduled,,97,941,918,29
2660,PG0030,2017-07-18 08:55:00.000000 +00:00,2017-07-18 10:40:00.000000 +00:00,Arrived,,92,695,522,4
2661,PG0029,2017-08-03 06:40:00.000000 +00:00,2017-08-03 08:25:00.000000 +00:00,Arrived,,96,542,664,8
2662,PG0029,2017-07-18 06:40:00.000000 +00:00,2017-07-18 08:25:00.000000 +00:00,Arrived,,83,844,104,6
2663,PG0029,2017-09-06 06:40:00.000000 +00:00,2017-09-06 08:25:00.000000 +00:00,Scheduled,,97,909,440,1
2664,PG0030,2017-07-25 08:55:00.000000 +00:00,2017-07-25 10:40:00.000000 +00:00,Arrived,,24,626,553,27
2665,PG0029,2017-08-19 06:40:00.000000 +00:00,2017-08-19 08:25:00.000000 +00:00,Scheduled,,82,400,66,7
2666,PG0029,2017-09-08 06:40:00.000000 +00:00,2017-09-08 08:25:00.000000 +00:00,Scheduled,,36,4,521,30
2667,PG0029,2017-09-04 06:40:00.000000 +00:00,2017-09-04 08:25:00.000000 +00:00,Scheduled,,97,241,600,8
2668,PG0030,2017-09-04 08:55:00.000000 +00:00,2017-09-04 10:40:00.000000 +00:00,Scheduled,,30,273,224,20
2669,PG0030,2017-09-13 08:55:00.000000 +00:00,2017-09-13 10:40:00.000000 +00:00,Scheduled,,51,643,880,19
2670,PG0030,2017-08-03 08:55:00.000000 +00:00,2017-08-03 10:40:00.000000 +00:00,Arrived,,89,419,729,12
2671,PG0029,2017-08-09 06:40:00.000000 +00:00,2017-08-09 08:25:00.000000 +00:00,Arrived,,84,781,141,26
2672,PG0030,2017-08-09 08:55:00.000000 +00:00,2017-08-09 10:40:00.000000 +00:00,Arrived,,49,83,1,30
2673,PG0029,2017-08-25 06:40:00.000000 +00:00,2017-08-25 08:25:00.000000 +00:00,Scheduled,,36,195,29,20
2674,PG0030,2017-09-14 08:55:00.000000 +00:00,2017-09-14 10:40:00.000000 +00:00,Cancelled,,9,49,455,3
2675,PG0029,2017-09-12 06:40:00.000000 +00:00,2017-09-12 08:25:00.000000 +00:00,Scheduled,,34,288,531,6
2676,PG0030,2017-08-18 08:55:00.000000 +00:00,2017-08-18 10:40:00.000000 +00:00,Scheduled,,6,55,59,4
2677,PG0085,2017-07-30 10:05:00.000000 +00:00,2017-07-30 11:10:00.000000 +00:00,Arrived,,69,852,301,29
2678,PG0085,2017-07-21 10:05:00.000000 +00:00,2017-07-21 11:10:00.000000 +00:00,Arrived,,66,340,349,6
2679,PG0085,2017-08-04 10:05:00.000000 +00:00,2017-08-04 11:10:00.000000 +00:00,Arrived,,1,702,989,17
2680,PG0085,2017-08-11 10:05:00.000000 +00:00,2017-08-11 11:10:00.000000 +00:00,Arrived,,97,440,493,20
2681,PG0085,2017-07-23 10:05:00.000000 +00:00,2017-07-23 11:10:00.000000 +00:00,Arrived,,66,29,855,18
2682,PG0085,2017-09-06 10:05:00.000000 +00:00,2017-09-06 11:10:00.000000 +00:00,Scheduled,,3,24,802,14
2683,PG0085,2017-08-30 10:05:00.000000 +00:00,2017-08-30 11:10:00.000000 +00:00,Scheduled,,18,176,827,17
2684,PG0085,2017-08-18 10:05:00.000000 +00:00,2017-08-18 11:10:00.000000 +00:00,Scheduled,,86,99,617,12
2685,PG0085,2017-09-13 10:05:00.000000 +00:00,2017-09-13 11:10:00.000000 +00:00,Cancelled,,67,927,592,24
2687,PG0085,2017-08-25 10:05:00.000000 +00:00,2017-08-25 11:10:00.000000 +00:00,Scheduled,,57,426,634,15
2688,PG0085,2017-09-08 10:05:00.000000 +00:00,2017-09-08 11:10:00.000000 +00:00,Scheduled,,9,170,903,29
2689,PG0085,2017-07-19 10:05:00.000000 +00:00,2017-07-19 11:10:00.000000 +00:00,Arrived,,74,710,860,12
2690,PG0085,2017-08-02 10:05:00.000000 +00:00,2017-08-02 11:10:00.000000 +00:00,Arrived,,64,146,997,22
2691,PG0085,2017-08-06 10:05:00.000000 +00:00,2017-08-06 11:10:00.000000 +00:00,Arrived,,38,194,729,12
2692,PG0085,2017-08-13 10:05:00.000000 +00:00,2017-08-13 11:10:00.000000 +00:00,Arrived,,90,485,583,22
2693,PG0085,2017-09-03 10:05:00.000000 +00:00,2017-09-03 11:10:00.000000 +00:00,Scheduled,,10,830,53,6
2694,PG0085,2017-08-20 10:05:00.000000 +00:00,2017-08-20 11:10:00.000000 +00:00,Scheduled,,90,684,470,4
2695,PG0085,2017-07-26 10:05:00.000000 +00:00,2017-07-26 11:10:00.000000 +00:00,Arrived,,26,18,791,15
2696,PG0085,2017-09-01 10:05:00.000000 +00:00,2017-09-01 11:10:00.000000 +00:00,Scheduled,,60,591,992,7
2697,PG0085,2017-08-27 10:05:00.000000 +00:00,2017-08-27 11:10:00.000000 +00:00,Scheduled,,70,36,57,29
2698,PG0085,2017-07-16 10:05:00.000000 +00:00,2017-07-16 11:10:00.000000 +00:00,Arrived,,16,719,407,28
2699,PG0085,2017-09-10 10:05:00.000000 +00:00,2017-09-10 11:10:00.000000 +00:00,Scheduled,,49,271,711,11
2700,PG0085,2017-08-23 10:05:00.000000 +00:00,2017-08-23 11:10:00.000000 +00:00,Scheduled,,35,965,791,1
2701,PG0085,2017-08-09 10:05:00.000000 +00:00,2017-08-09 11:10:00.000000 +00:00,Arrived,,90,950,88,3
2702,PG0085,2017-07-28 10:05:00.000000 +00:00,2017-07-28 11:10:00.000000 +00:00,Arrived,,27,542,342,20
2703,PG0593,2017-08-23 12:50:00.000000 +00:00,2017-08-23 15:20:00.000000 +00:00,Scheduled,,47,779,443,12
2704,PG0593,2017-08-14 12:50:00.000000 +00:00,2017-08-14 15:20:00.000000 +00:00,Arrived,,95,33,339,8
2705,PG0593,2017-08-01 12:50:00.000000 +00:00,2017-08-01 15:20:00.000000 +00:00,Arrived,,54,12,905,26
2706,PG0593,2017-09-12 12:50:00.000000 +00:00,2017-09-12 15:20:00.000000 +00:00,Scheduled,,79,127,772,19
2707,PG0593,2017-09-14 12:50:00.000000 +00:00,2017-09-14 15:20:00.000000 +00:00,Cancelled,,56,975,181,14
2708,PG0593,2017-08-07 12:50:00.000000 +00:00,2017-08-07 15:20:00.000000 +00:00,Arrived,,3,617,752,2
2709,PG0593,2017-07-27 12:50:00.000000 +00:00,2017-07-27 15:20:00.000000 +00:00,Arrived,,92,255,196,15
2710,PG0593,2017-08-24 12:50:00.000000 +00:00,2017-08-24 15:20:00.000000 +00:00,Scheduled,,20,699,448,24
2711,PG0593,2017-08-12 12:50:00.000000 +00:00,2017-08-12 15:20:00.000000 +00:00,Arrived,,55,79,104,4
2712,PG0593,2017-09-13 12:50:00.000000 +00:00,2017-09-13 15:20:00.000000 +00:00,Scheduled,,85,11,823,21
2713,PG0593,2017-08-17 12:50:00.000000 +00:00,2017-08-17 15:20:00.000000 +00:00,Scheduled,,37,214,854,17
2714,PG0593,2017-08-28 12:50:00.000000 +00:00,2017-08-28 15:20:00.000000 +00:00,Scheduled,,48,321,405,14
2715,PG0593,2017-07-26 12:50:00.000000 +00:00,2017-07-26 15:20:00.000000 +00:00,Arrived,,79,514,987,13
2716,PG0593,2017-09-02 12:50:00.000000 +00:00,2017-09-02 15:20:00.000000 +00:00,Scheduled,,31,438,731,6
2717,PG0593,2017-07-28 12:50:00.000000 +00:00,2017-07-28 15:20:00.000000 +00:00,Arrived,,52,543,116,16
2718,PG0593,2017-07-20 12:50:00.000000 +00:00,2017-07-20 15:20:00.000000 +00:00,Arrived,,32,414,827,20
2719,PG0593,2017-09-05 12:50:00.000000 +00:00,2017-09-05 15:20:00.000000 +00:00,Scheduled,,93,480,63,23
2720,PG0593,2017-08-08 12:50:00.000000 +00:00,2017-08-08 15:20:00.000000 +00:00,Arrived,,18,839,291,14
2721,PG0593,2017-08-29 12:50:00.000000 +00:00,2017-08-29 15:20:00.000000 +00:00,Scheduled,,75,271,942,5
2722,PG0593,2017-08-15 12:50:00.000000 +00:00,2017-08-15 15:20:00.000000 +00:00,Departed,,57,127,124,19
2723,PG0593,2017-07-21 12:50:00.000000 +00:00,2017-07-21 15:20:00.000000 +00:00,Arrived,,56,24,757,1
2724,PG0593,2017-09-07 12:50:00.000000 +00:00,2017-09-07 15:20:00.000000 +00:00,Scheduled,,78,434,129,12
2725,PG0593,2017-07-16 12:50:00.000000 +00:00,2017-07-16 15:20:00.000000 +00:00,Arrived,,81,857,41,30
2726,PG0593,2017-08-06 12:50:00.000000 +00:00,2017-08-06 15:20:00.000000 +00:00,Arrived,,43,769,684,17
2727,PG0593,2017-08-26 12:50:00.000000 +00:00,2017-08-26 15:20:00.000000 +00:00,Scheduled,,2,462,305,30
2728,PG0593,2017-09-06 12:50:00.000000 +00:00,2017-09-06 15:20:00.000000 +00:00,Scheduled,,94,569,829,4
2729,PG0593,2017-08-21 12:50:00.000000 +00:00,2017-08-21 15:20:00.000000 +00:00,Scheduled,,7,744,170,5
2730,PG0593,2017-09-10 12:50:00.000000 +00:00,2017-09-10 15:20:00.000000 +00:00,Scheduled,,17,134,797,12
2731,PG0593,2017-08-09 12:50:00.000000 +00:00,2017-08-09 15:20:00.000000 +00:00,Arrived,,4,40,624,17
2732,PG0593,2017-08-11 12:50:00.000000 +00:00,2017-08-11 15:20:00.000000 +00:00,Arrived,,95,189,200,11
2733,PG0593,2017-09-04 12:50:00.000000 +00:00,2017-09-04 15:20:00.000000 +00:00,Scheduled,,33,739,621,7
2734,PG0593,2017-07-18 12:50:00.000000 +00:00,2017-07-18 15:20:00.000000 +00:00,Arrived,,93,23,235,20
2735,PG0593,2017-08-22 12:50:00.000000 +00:00,2017-08-22 15:20:00.000000 +00:00,Scheduled,,89,457,873,18
2736,PG0593,2017-09-03 12:50:00.000000 +00:00,2017-09-03 15:20:00.000000 +00:00,Scheduled,,96,655,270,7
2737,PG0593,2017-08-16 12:50:00.000000 +00:00,2017-08-16 15:20:00.000000 +00:00,Delayed,25,63,417,937,7
2738,PG0593,2017-08-05 12:50:00.000000 +00:00,2017-08-05 15:20:00.000000 +00:00,Arrived,,65,490,783,30
2739,PG0593,2017-07-23 12:50:00.000000 +00:00,2017-07-23 15:20:00.000000 +00:00,Arrived,,10,629,86,6
2740,PG0593,2017-08-02 12:50:00.000000 +00:00,2017-08-02 15:20:00.000000 +00:00,Arrived,,78,26,150,2
2741,PG0593,2017-08-25 12:50:00.000000 +00:00,2017-08-25 15:20:00.000000 +00:00,Scheduled,,38,437,476,3
2742,PG0593,2017-08-20 12:50:00.000000 +00:00,2017-08-20 15:20:00.000000 +00:00,Scheduled,,26,59,401,23
2743,PG0593,2017-07-29 12:50:00.000000 +00:00,2017-07-29 15:20:00.000000 +00:00,Arrived,,18,642,677,29
2744,PG0593,2017-08-19 12:50:00.000000 +00:00,2017-08-19 15:20:00.000000 +00:00,Scheduled,,89,31,717,12
2745,PG0593,2017-07-19 12:50:00.000000 +00:00,2017-07-19 15:20:00.000000 +00:00,Arrived,,71,744,319,10
2746,PG0593,2017-07-31 12:50:00.000000 +00:00,2017-07-31 15:20:00.000000 +00:00,Arrived,,98,470,731,16
2747,PG0593,2017-07-24 12:50:00.000000 +00:00,2017-07-24 15:20:00.000000 +00:00,Arrived,,72,434,251,19
2748,PG0593,2017-08-03 12:50:00.000000 +00:00,2017-08-03 15:20:00.000000 +00:00,Arrived,,18,194,924,5
2749,PG0593,2017-09-08 12:50:00.000000 +00:00,2017-09-08 15:20:00.000000 +00:00,Scheduled,,68,918,261,6
2750,PG0593,2017-08-30 12:50:00.000000 +00:00,2017-08-30 15:20:00.000000 +00:00,Scheduled,,77,606,488,28
2751,PG0593,2017-08-04 12:50:00.000000 +00:00,2017-08-04 15:20:00.000000 +00:00,Arrived,,28,802,521,12
2752,PG0593,2017-07-25 12:50:00.000000 +00:00,2017-07-25 15:20:00.000000 +00:00,Arrived,,54,656,333,27
2753,PG0593,2017-07-30 12:50:00.000000 +00:00,2017-07-30 15:20:00.000000 +00:00,Arrived,,18,135,858,25
2754,PG0593,2017-07-22 12:50:00.000000 +00:00,2017-07-22 15:20:00.000000 +00:00,Arrived,,76,319,950,19
2755,PG0593,2017-08-31 12:50:00.000000 +00:00,2017-08-31 15:20:00.000000 +00:00,Scheduled,,22,471,315,6
2686,PG0085,2017-08-16 10:05:00.000000 +00:00,2017-08-16 11:10:00.000000 +00:00,Arrived,,1,776,253,14
2756,PG0593,2017-08-18 12:50:00.000000 +00:00,2017-08-18 15:20:00.000000 +00:00,Scheduled,,27,859,220,19
2757,PG0593,2017-08-10 12:50:00.000000 +00:00,2017-08-10 15:20:00.000000 +00:00,Arrived,,77,582,778,15
2758,PG0593,2017-07-17 12:50:00.000000 +00:00,2017-07-17 15:20:00.000000 +00:00,Arrived,,35,455,364,23
2759,PG0593,2017-08-27 12:50:00.000000 +00:00,2017-08-27 15:20:00.000000 +00:00,Scheduled,,90,789,414,4
2760,PG0593,2017-08-13 12:50:00.000000 +00:00,2017-08-13 15:20:00.000000 +00:00,Arrived,,85,951,568,21
2761,PG0593,2017-09-01 12:50:00.000000 +00:00,2017-09-01 15:20:00.000000 +00:00,Scheduled,,39,550,728,7
2762,PG0593,2017-09-09 12:50:00.000000 +00:00,2017-09-09 15:20:00.000000 +00:00,Scheduled,,76,774,454,4
2763,PG0593,2017-09-11 12:50:00.000000 +00:00,2017-09-11 15:20:00.000000 +00:00,Scheduled,,52,31,501,16
2764,PG0196,2017-09-05 09:10:00.000000 +00:00,2017-09-05 10:40:00.000000 +00:00,Scheduled,,5,154,282,30
2765,PG0196,2017-08-09 09:10:00.000000 +00:00,2017-08-09 10:40:00.000000 +00:00,Arrived,,65,76,533,7
2766,PG0196,2017-08-06 09:10:00.000000 +00:00,2017-08-06 10:40:00.000000 +00:00,Arrived,,34,122,370,7
2767,PG0196,2017-07-18 09:10:00.000000 +00:00,2017-07-18 10:40:00.000000 +00:00,Arrived,,39,938,911,25
2768,PG0196,2017-08-27 09:10:00.000000 +00:00,2017-08-27 10:40:00.000000 +00:00,Scheduled,,12,477,956,25
2769,PG0196,2017-07-25 09:10:00.000000 +00:00,2017-07-25 10:40:00.000000 +00:00,Arrived,,4,370,274,12
2770,PG0196,2017-07-31 09:10:00.000000 +00:00,2017-07-31 10:40:00.000000 +00:00,Arrived,,53,436,635,10
2771,PG0196,2017-07-20 09:10:00.000000 +00:00,2017-07-20 10:40:00.000000 +00:00,Arrived,,26,396,331,10
2772,PG0196,2017-08-13 09:10:00.000000 +00:00,2017-08-13 10:40:00.000000 +00:00,Arrived,,3,261,611,25
2773,PG0196,2017-09-04 09:10:00.000000 +00:00,2017-09-04 10:40:00.000000 +00:00,Scheduled,,13,614,112,17
2774,PG0196,2017-08-15 09:10:00.000000 +00:00,2017-08-15 10:40:00.000000 +00:00,Arrived,,50,925,110,4
2775,PG0196,2017-09-10 09:10:00.000000 +00:00,2017-09-10 10:40:00.000000 +00:00,Scheduled,,36,203,116,17
2776,PG0196,2017-09-11 09:10:00.000000 +00:00,2017-09-11 10:40:00.000000 +00:00,Scheduled,,38,969,920,2
2777,PG0196,2017-07-28 09:10:00.000000 +00:00,2017-07-28 10:40:00.000000 +00:00,Arrived,,34,210,919,27
2778,PG0196,2017-08-31 09:10:00.000000 +00:00,2017-08-31 10:40:00.000000 +00:00,Scheduled,,50,901,87,10
2779,PG0196,2017-09-02 09:10:00.000000 +00:00,2017-09-02 10:40:00.000000 +00:00,Scheduled,,69,522,738,5
2780,PG0196,2017-09-01 09:10:00.000000 +00:00,2017-09-01 10:40:00.000000 +00:00,Scheduled,,26,482,46,23
2781,PG0196,2017-08-26 09:10:00.000000 +00:00,2017-08-26 10:40:00.000000 +00:00,Scheduled,,41,97,893,2
2782,PG0196,2017-08-20 09:10:00.000000 +00:00,2017-08-20 10:40:00.000000 +00:00,Scheduled,,10,283,146,25
2784,PG0196,2017-08-10 09:10:00.000000 +00:00,2017-08-10 10:40:00.000000 +00:00,Arrived,,24,645,485,18
2785,PG0196,2017-07-23 09:10:00.000000 +00:00,2017-07-23 10:40:00.000000 +00:00,Arrived,,69,986,649,25
